<<<<<<< HEAD
,Active_New car count with platform,Active_Make models with platform,Active_Price info,Active_Mileage info,Active_Engine size info,Active_Years info,Active_Top 5 expensive makes,Active_Top 5 cheap makes,Active_Top 5 expensive make models,Active_Top 5 cheap make models,Active_Top 5 cities,Active_Top 5 fuel types,Active_Top 5 body types,Active_Top 5 gearbox,Active_Modified count,Active_Week days new cars count,Active_Months new cars count,Sold_car count with platform,Sold_make models with platform,Sold_price info,Sold_mileage info,Sold_engine size info,Sold_years info,Sold_Top 5 expensive makes,Sold_Top 5 cheap makes,Sold_Top 5 expensive make models,Sold_Top 5 cheap make models,Sold_Top 5 cities,Sold_Top 5 fuel types,Sold_Top 5 body types,Sold_Top 5 gearbox,Sold_Week days cars count,Sold_Months cars count,Last updated time
last one day,"{'https://www.facebook.com/': 0, 'https://heycar.com/': 0, 'https://www.motors.co.uk/': 0, 'https://www.gumtree.com/': 0, 'https://www.autotrader.co.uk/': 0, 'https://aicarz.com/viewcar/': 0}","{'https://www.facebook.com/': [], 'https://heycar.com/': [], 'https://www.motors.co.uk/': [], 'https://www.gumtree.com/': [], 'https://www.autotrader.co.uk/': [], 'https://aicarz.com/viewcar/': [], 'All platforms': []}","{'avg active price': None, 'min active price': None, 'max active price': None}","{'avg active mileage': None, 'min active mileage': None, 'max active mileage': None}","{'avg active engineSize': None, 'min active engineSize': None, 'max active engineSize': None}","{'avg active year': None, 'min active year': None, 'max active year': None}",{},{},{},{},{},{},{},{},0,"{'Friday': 0, 'Saturday': 0, 'Monday': 0, 'Tuesday': 0, 'Wednesday': 0, 'Thursday': 0, 'Sunday': 0}","{'March': 0, 'April': 0, 'May': 0, 'June': 0, 'July': 0}","{'https://www.facebook.com/': 134, 'https://heycar.com/': 30, 'https://www.motors.co.uk/': 197, 'https://www.gumtree.com/': 12, 'https://www.autotrader.co.uk/': 354, 'https://aicarz.com/viewcar/': 0}","{'https://www.facebook.com/': None, 'https://heycar.com/': None, 'https://www.motors.co.uk/': None, 'https://www.gumtree.com/': None, 'https://www.autotrader.co.uk/': None, 'https://aicarz.com/viewcar/': [], 'All platforms': []}","{'avg deactive price': 17510.52544704264, 'min deactive price': 795, 'max deactive price': 383940}","{'avg active mileage': 46428.2764786795, 'min active mileage': 0, 'max active mileage': 187000}","{'avg deactive engineSize': 1.741828793774319, 'min deactive engineSize': 0.0, 'max deactive engineSize': 6.0}","{'avg deactive year': 2016.0284360189573, 'min deactive year': 1965.0, 'max deactive year': 2024.0}","{'LAMBORGHINI': 209995.0, 'PORSCHE': 104023.66666666667, 'LAND ROVER': 35478.55263157895, 'BENTLEY': 32500.0, 'MASERATI': 30500.0}","{'CHRYSLER': 2300.0, 'MORRIS': 2395.0, 'ROVER': 2672.5, 'LEXUS': 3900.0, 'SAAB': 4495.0}",{},{},"{'London': 62, 'Wakefield': 9, 'Colchester': 9, 'Glasgow': 8, 'Widnes': 6}","{'Petrol': 406, 'Diesel': 231, 'Hybrid - Petrol/Electric': 28, 'Electric': 20, 'Petrol Hybrid': 19}","{'Hatchback': 227, 'Suv': 154, 'Estate': 45, 'Saloon': 43, 'Convertible': 25}","{'Manual': 358, 'Automatic': 328, 'Semi Automatic': 28, 'Semi-Automatic': 11}","{'Monday': 0, 'Tuesday': 8259, 'Thursday': 0, 'Wednesday': 20334, 'Friday': 0, 'Saturday': 0, 'Sunday': 0}","{'May': 0, 'July': 0, 'April': 0, 'June': 0, 'March': 0, 'August': 0, 'September': 28593}",1726668934
last seven days,"{'https://www.facebook.com/': 0, 'https://heycar.com/': 0, 'https://www.motors.co.uk/': 0, 'https://www.gumtree.com/': 0, 'https://www.autotrader.co.uk/': 0, 'https://aicarz.com/viewcar/': 0}","{'https://www.facebook.com/': [], 'https://heycar.com/': [], 'https://www.motors.co.uk/': [], 'https://www.gumtree.com/': [], 'https://www.autotrader.co.uk/': [], 'https://aicarz.com/viewcar/': [], 'All platforms': []}","{'avg active price': None, 'min active price': None, 'max active price': None}","{'avg active mileage': None, 'min active mileage': None, 'max active mileage': None}","{'avg active engineSize': None, 'min active engineSize': None, 'max active engineSize': None}","{'avg active year': None, 'min active year': None, 'max active year': None}",{},{},{},{},{},{},{},{},0,"{'Friday': 0, 'Saturday': 0, 'Monday': 0, 'Tuesday': 0, 'Wednesday': 0, 'Thursday': 0, 'Sunday': 0}","{'March': 0, 'April': 0, 'May': 0, 'June': 0, 'July': 0}","{'https://www.facebook.com/': 305, 'https://heycar.com/': 370, 'https://www.motors.co.uk/': 564, 'https://www.gumtree.com/': 84, 'https://www.autotrader.co.uk/': 1113, 'https://aicarz.com/viewcar/': 0}","{'https://www.facebook.com/': None, 'https://heycar.com/': None, 'https://www.motors.co.uk/': None, 'https://www.gumtree.com/': None, 'https://www.autotrader.co.uk/': None, 'https://aicarz.com/viewcar/': [], 'All platforms': []}","{'avg deactive price': 18338.073891625616, 'min deactive price': 600, 'max deactive price': 454548}","{'avg active mileage': 43084.991789819374, 'min active mileage': 0, 'max active mileage': 698000}","{'avg deactive engineSize': 1.7497894736842103, 'min deactive engineSize': 0.0, 'max deactive engineSize': 6.7}","{'avg deactive year': 2016.8992352676564, 'min deactive year': 1961.0, 'max deactive year': 2024.0}","{'ROLLS-ROYCE': 329950.0, 'LAMBORGHINI': 209995.0, 'PORSCHE': 78027.82857142857, 'FERRARI': 72900.0, 'ASTON MARTIN': 56522.5}","{'RELIANT': 2000.0, 'ROVER': 2214.6666666666665, 'MORRIS': 2395.0, 'ALFA ROMEO': 3141.0, 'CHEVROLET': 3263.5}",{},{},"{'London': 135, 'Derby': 22, 'Glasgow': 18, 'Colchester': 17, 'Wakefield': 17}","{'Petrol': 1271, 'Diesel': 771, 'Hybrid': 126, 'Hybrid - Petrol/Electric': 74, 'Electric': 73}","{'Hatchback': 839, 'Suv': 610, 'Estate': 170, 'Saloon': 151, 'Coupe': 73}","{'Manual': 1107, 'Automatic': 1052, 'Semi-Automatic': 187, 'Semi Automatic': 76, 'Other': 2}","{'Monday': 19364, 'Tuesday': 23405, 'Thursday': 9329, 'Wednesday': 20334, 'Friday': 19191, 'Saturday': 2999, 'Sunday': 936}","{'May': 0, 'July': 0, 'April': 0, 'June': 0, 'March': 0, 'August': 0, 'September': 95558}",1726668934
last fifteen days,"{'https://www.facebook.com/': 0, 'https://heycar.com/': 0, 'https://www.motors.co.uk/': 0, 'https://www.gumtree.com/': 0, 'https://www.autotrader.co.uk/': 0, 'https://aicarz.com/viewcar/': 0}","{'https://www.facebook.com/': [], 'https://heycar.com/': [], 'https://www.motors.co.uk/': [], 'https://www.gumtree.com/': [], 'https://www.autotrader.co.uk/': [], 'https://aicarz.com/viewcar/': [], 'All platforms': []}","{'avg active price': None, 'min active price': None, 'max active price': None}","{'avg active mileage': None, 'min active mileage': None, 'max active mileage': None}","{'avg active engineSize': None, 'min active engineSize': None, 'max active engineSize': None}","{'avg active year': None, 'min active year': None, 'max active year': None}",{},{},{},{},{},{},{},{},0,"{'Friday': 0, 'Saturday': 0, 'Monday': 0, 'Tuesday': 0, 'Wednesday': 0, 'Thursday': 0, 'Sunday': 0}","{'March': 0, 'April': 0, 'May': 0, 'June': 0, 'July': 0}","{'https://www.facebook.com/': 305, 'https://heycar.com/': 370, 'https://www.motors.co.uk/': 564, 'https://www.gumtree.com/': 84, 'https://www.autotrader.co.uk/': 1113, 'https://aicarz.com/viewcar/': 0}","{'https://www.facebook.com/': None, 'https://heycar.com/': None, 'https://www.motors.co.uk/': None, 'https://www.gumtree.com/': None, 'https://www.autotrader.co.uk/': None, 'https://aicarz.com/viewcar/': [], 'All platforms': []}","{'avg deactive price': 18338.073891625616, 'min deactive price': 600, 'max deactive price': 454548}","{'avg active mileage': 43084.991789819374, 'min active mileage': 0, 'max active mileage': 698000}","{'avg deactive engineSize': 1.7497894736842103, 'min deactive engineSize': 0.0, 'max deactive engineSize': 6.7}","{'avg deactive year': 2016.8992352676564, 'min deactive year': 1961.0, 'max deactive year': 2024.0}","{'ROLLS-ROYCE': 329950.0, 'LAMBORGHINI': 209995.0, 'PORSCHE': 78027.82857142857, 'FERRARI': 72900.0, 'ASTON MARTIN': 56522.5}","{'RELIANT': 2000.0, 'ROVER': 2214.6666666666665, 'MORRIS': 2395.0, 'ALFA ROMEO': 3141.0, 'CHEVROLET': 3263.5}",{},{},"{'London': 135, 'Derby': 22, 'Glasgow': 18, 'Colchester': 17, 'Wakefield': 17}","{'Petrol': 1271, 'Diesel': 771, 'Hybrid': 126, 'Hybrid - Petrol/Electric': 74, 'Electric': 73}","{'Hatchback': 839, 'Suv': 610, 'Estate': 170, 'Saloon': 151, 'Coupe': 73}","{'Manual': 1107, 'Automatic': 1052, 'Semi-Automatic': 187, 'Semi Automatic': 76, 'Other': 2}","{'Monday': 19364, 'Tuesday': 23405, 'Thursday': 9329, 'Wednesday': 20334, 'Friday': 19191, 'Saturday': 2999, 'Sunday': 936}","{'May': 0, 'July': 0, 'April': 0, 'June': 0, 'March': 0, 'August': 0, 'September': 95558}",1726668934
last thirty days,"{'https://www.facebook.com/': 0, 'https://heycar.com/': 0, 'https://www.motors.co.uk/': 0, 'https://www.gumtree.com/': 0, 'https://www.autotrader.co.uk/': 0, 'https://aicarz.com/viewcar/': 0}","{'https://www.facebook.com/': [], 'https://heycar.com/': [], 'https://www.motors.co.uk/': [], 'https://www.gumtree.com/': [], 'https://www.autotrader.co.uk/': [], 'https://aicarz.com/viewcar/': [], 'All platforms': []}","{'avg active price': None, 'min active price': None, 'max active price': None}","{'avg active mileage': None, 'min active mileage': None, 'max active mileage': None}","{'avg active engineSize': None, 'min active engineSize': None, 'max active engineSize': None}","{'avg active year': None, 'min active year': None, 'max active year': None}",{},{},{},{},{},{},{},{},0,"{'Friday': 0, 'Saturday': 0, 'Monday': 0, 'Tuesday': 0, 'Wednesday': 0, 'Thursday': 0, 'Sunday': 0}","{'March': 0, 'April': 0, 'May': 0, 'June': 0, 'July': 0}","{'https://www.facebook.com/': 305, 'https://heycar.com/': 370, 'https://www.motors.co.uk/': 564, 'https://www.gumtree.com/': 84, 'https://www.autotrader.co.uk/': 1113, 'https://aicarz.com/viewcar/': 0}","{'https://www.facebook.com/': None, 'https://heycar.com/': None, 'https://www.motors.co.uk/': None, 'https://www.gumtree.com/': None, 'https://www.autotrader.co.uk/': None, 'https://aicarz.com/viewcar/': [], 'All platforms': []}","{'avg deactive price': 18338.073891625616, 'min deactive price': 600, 'max deactive price': 454548}","{'avg active mileage': 43084.991789819374, 'min active mileage': 0, 'max active mileage': 698000}","{'avg deactive engineSize': 1.7497894736842103, 'min deactive engineSize': 0.0, 'max deactive engineSize': 6.7}","{'avg deactive year': 2016.8992352676564, 'min deactive year': 1961.0, 'max deactive year': 2024.0}","{'ROLLS-ROYCE': 329950.0, 'LAMBORGHINI': 209995.0, 'PORSCHE': 78027.82857142857, 'FERRARI': 72900.0, 'ASTON MARTIN': 56522.5}","{'RELIANT': 2000.0, 'ROVER': 2214.6666666666665, 'MORRIS': 2395.0, 'ALFA ROMEO': 3141.0, 'CHEVROLET': 3263.5}",{},{},"{'London': 135, 'Derby': 22, 'Glasgow': 18, 'Colchester': 17, 'Wakefield': 17}","{'Petrol': 1271, 'Diesel': 771, 'Hybrid': 126, 'Hybrid - Petrol/Electric': 74, 'Electric': 73}","{'Hatchback': 839, 'Suv': 610, 'Estate': 170, 'Saloon': 151, 'Coupe': 73}","{'Manual': 1107, 'Automatic': 1052, 'Semi-Automatic': 187, 'Semi Automatic': 76, 'Other': 2}","{'Monday': 19364, 'Tuesday': 23405, 'Thursday': 9329, 'Wednesday': 20334, 'Friday': 19191, 'Saturday': 2999, 'Sunday': 936}","{'May': 0, 'July': 0, 'April': 0, 'June': 0, 'March': 0, 'August': 0, 'September': 95558}",1726668934
last three months,"{'https://www.facebook.com/': 367, 'https://heycar.com/': 222, 'https://www.motors.co.uk/': 2323, 'https://www.gumtree.com/': 41458, 'https://www.autotrader.co.uk/': 6616, 'https://aicarz.com/viewcar/': 0}","{'https://www.facebook.com/': ['FORD Fiesta', 'VOLKSWAGEN Golf', 'MINI Cooper', 'AUDI A4', 'AUDI A3'], 'https://heycar.com/': ['AUDI Quattro', 'AUDI A3', 'VOLKSWAGEN Transporter', 'NISSAN Qashqai', 'VOLKSWAGEN Golf'], 'https://www.motors.co.uk/': ['VOLKSWAGEN Golf', 'FORD Fiesta', 'AUDI Quattro', 'VAUXHALL Corsa', 'MERCEDES-BENZ 220'], 'https://www.gumtree.com/': ['FORD Fiesta', 'FORD Focus', 'VAUXHALL Corsa', 'VOLKSWAGEN Golf', 'BMW 3 Series'], 'https://www.autotrader.co.uk/': ['VOLKSWAGEN Golf', 'FORD Fiesta', 'FORD Focus', 'BMW 3 Series', 'AUDI Quattro'], 'https://aicarz.com/viewcar/': [], 'All platforms': ['FORD Fiesta', 'VOLKSWAGEN Golf', 'FORD Focus', 'VAUXHALL Corsa', 'BMW 3 Series']}","{'avg active price': 13350.598164201938, 'min active price': 0, 'max active price': 999999}","{'avg active mileage': 63245.614560859845, 'min active mileage': 0, 'max active mileage': 974666}","{'avg active engineSize': 1.7179688289635933, 'min active engineSize': 0.0, 'max active engineSize': 6.8}","{'avg active year': 2015.0350998752797, 'min active year': 1919.0, 'max active year': 2024.0}","{'MCLAREN': 216363.1, 'ROLLS-ROYCE': 207825.6891891892, 'LAMBORGHINI': 197234.40425531915, 'FERRARI': 164455.3015873016, 'ASTON MARTIN': 104648.97727272728}","{'DAEWOO': 750.0, 'PROTON': 900.0, 'DAIHATSU': 3024.9285714285716, 'SAAB': 3528.670731707317, 'CHEVROLET': 4177.25}","{'FERRARI Sf90 Stradale': 395000.0, 'FERRARI 812 Gts': 335000.0, 'MCLAREN Mclaren': 319767.2, 'ROLLS-ROYCE Cullinan': 319613.0, 'FERRARI 296 Gts': 289995.0}","{'MERCEDES-BENZ Vaneo': 595.0, 'MAZDA 626': 600.0, 'MG Zr': 699.0, 'MITSUBISHI Space Star': 699.0, 'MERCEDES-BENZ Corsa': 700.0}","{'Bradford': 679, 'Peterborough': 574, 'Sheffield': 517, 'Chelmsford': 452, 'Norwich': 376}","{'Petrol': 28950, 'Diesel': 18141, 'Hybrid Electric': 1390, 'Electric': 1347, 'Petrol Hybrid': 407}","{'Hatchback': 25310, 'Estate': 7942, 'Saloon': 3628, 'Other': 3610, 'Mpv': 2705}","{'Manual': 28753, 'Automatic': 19225, 'Semi-Auto': 1707, 'Other': 759, 'Semi Automatic': 304}",27438,"{'Friday': 255923, 'Saturday': 188831, 'Monday': 314310, 'Tuesday': 363349, 'Wednesday': 334065, 'Thursday': 428707, 'Sunday': 219308}","{'March': 0, 'April': 0, 'May': 0, 'June': 283488, 'July': 1821005}","{'https://www.facebook.com/': 2597, 'https://heycar.com/': 1291, 'https://www.motors.co.uk/': 3966, 'https://www.gumtree.com/': 791, 'https://www.autotrader.co.uk/': 49126, 'https://aicarz.com/viewcar/': 0}","{'https://www.facebook.com/': None, 'https://heycar.com/': None, 'https://www.motors.co.uk/': None, 'https://www.gumtree.com/': None, 'https://www.autotrader.co.uk/': None, 'https://aicarz.com/viewcar/': [], 'All platforms': ['FORD Fiesta', 'FORD Focus', 'VOLKSWAGEN Golf', 'VAUXHALL Corsa', 'BMW 3 Series']}","{'avg deactive price': 14137.99293763307, 'min deactive price': 400, 'max deactive price': 499995}","{'avg active mileage': 55388.324730401066, 'min active mileage': 0, 'max active mileage': 866666}","{'avg deactive engineSize': 1.727545872416757, 'min deactive engineSize': 0.0, 'max deactive engineSize': 6.8}","{'avg deactive year': 2015.8439832839233, 'min deactive year': 1957.0, 'max deactive year': 2024.0}","{'ROLLS-ROYCE': 243930.14814814815, 'LAMBORGHINI': 210182.84, 'FERRARI': 173334.82857142857, 'MCLAREN': 117682.23076923077, 'BENTLEY': 81582.01136363637}","{'DAEWOO': 974.5, 'LONDON TAXIS INTERNATIONAL': 1083.5, 'OPEL': 1350.0, 'DAIHATSU': 1843.85, 'RELIANT': 2000.0}","{'NISSAN Serena': 284950.0, 'VOLKSWAGEN Lupo': 102000.0, 'SKODA Rapid': 97092.5, 'AUDI Coupe': 77237.5, 'TOYOTA Estima': 75000.0}","{'FIAT Grande Punto': 850.0, 'PEUGEOT 407': 1395.0, 'JEEP Jeep': 1495.0, 'SUZUKI Baleno': 1495.0, 'AUDI A4 Allroad': 1990.0}","{'London': 576, 'Harlesden': 466, 'Peterborough': 398, 'Edinburgh': 364, 'Burton Upon Trent': 293}","{'Petrol': 31700, 'Diesel': 19830, 'Petrol Hybrid': 2095, 'Electric': 1670, 'Petrol Plug-In Hybrid': 1154}","{'Hatchback': 23161, 'Suv': 16352, 'Saloon': 3941, 'Estate': 3523, 'Mpv': 2078}","{'Manual': 30446, 'Automatic': 26101, 'Semi-Automatic': 655, 'Semi Automatic': 498, 'Semi-Auto': 29}","{'Monday': 409281, 'Tuesday': 364885, 'Thursday': 401245, 'Wednesday': 347721, 'Friday': 348023, 'Saturday': 250927, 'Sunday': 316327}","{'May': 0, 'July': 1491923, 'April': 0, 'June': 833059, 'March': 0, 'August': 17869, 'September': 95558}",1726668934
last six months,"{'https://www.facebook.com/': 770, 'https://heycar.com/': 554, 'https://www.motors.co.uk/': 2499, 'https://www.gumtree.com/': 53722, 'https://www.autotrader.co.uk/': 11858, 'https://aicarz.com/viewcar/': 3}","{'https://www.facebook.com/': ['FORD Fiesta', 'VOLKSWAGEN Golf', 'AUDI A4', 'TOYOTA Yaris', 'VAUXHALL Corsa'], 'https://heycar.com/': ['AUDI A3', 'AUDI Quattro', 'AUDI Q3', 'VOLKSWAGEN Transporter', 'NISSAN Qashqai'], 'https://www.motors.co.uk/': ['VOLKSWAGEN Golf', 'FORD Fiesta', 'AUDI Quattro', 'FORD Focus', 'VAUXHALL Corsa'], 'https://www.gumtree.com/': ['FORD Fiesta', 'FORD Focus', 'VOLKSWAGEN Golf', 'VAUXHALL Corsa', 'BMW 3 Series'], 'https://www.autotrader.co.uk/': ['VOLKSWAGEN Golf', 'FORD Fiesta', 'BMW 3 Series', 'FORD Focus', 'AUDI Quattro'], 'https://aicarz.com/viewcar/': ['TRIUMPH 2000', 'HYUNDAI I10'], 'All platforms': ['FORD Fiesta', 'VOLKSWAGEN Golf', 'FORD Focus', 'VAUXHALL Corsa', 'BMW 3 Series']}","{'avg active price': 13858.308687509005, 'min active price': 0, 'max active price': 999999}","{'avg active mileage': 62634.64034000864, 'min active mileage': 0, 'max active mileage': 974666}","{'avg active engineSize': 1.7482930457419115, 'min active engineSize': 0.0, 'max active engineSize': 6.8}","{'avg active year': 2015.059165646318, 'min active year': 1919.0, 'max active year': 2024.0}","{'ROLLS-ROYCE': 201627.0588235294, 'LAMBORGHINI': 190894.0625, 'FERRARI': 174199.98039215687, 'MCLAREN': 174133.0, 'ASTON MARTIN': 103328.6265060241}","{'DAEWOO': 750.0, 'PROTON': 900.0, 'LTI': 1985.0, 'DAIHATSU': 3575.0416666666665, 'SAAB': 3679.7102803738317}","{'MERCEDES-BENZ Amg Gt 63': 499995.0, 'FERRARI Sf90 Spider': 475000.0, 'FERRARI Sf90 Stradale': 413333.3333333333, 'FERRARI Sf90': 349950.0, 'FERRARI 812 Gts': 330979.0}","{'MERCEDES-BENZ Vaneo': 595.0, 'MAZDA 626': 600.0, 'TOYOTA Carina': 666.0, 'MITSUBISHI Space Star': 699.0, 'MERCEDES-BENZ Corsa': 700.0}","{'Bradford': 865, 'Peterborough': 760, 'Sheffield': 675, 'Chelmsford': 607, 'Coventry': 528}","{'Petrol': 38962, 'Diesel': 25010, 'Electric': 1981, 'Hybrid Electric': 1734, 'Petrol Hybrid': 622}","{'Hatchback': 33455, 'Estate': 10492, 'Saloon': 5175, 'Other': 4603, 'Suv': 4232}","{'Manual': 38487, 'Automatic': 27285, 'Semi-Auto': 2044, 'Other': 874, 'Semi Automatic': 326}",45855,"{'Friday': 387818, 'Saturday': 279649, 'Monday': 458045, 'Tuesday': 500843, 'Wednesday': 427560, 'Thursday': 535384, 'Sunday': 291426}","{'March': 162524, 'April': 264206, 'May': 213061, 'June': 419929, 'July': 1821005}","{'https://www.facebook.com/': 4314, 'https://heycar.com/': 4608, 'https://www.motors.co.uk/': 6325, 'https://www.gumtree.com/': 35019, 'https://www.autotrader.co.uk/': 159264, 'https://aicarz.com/viewcar/': 0}","{'https://www.facebook.com/': None, 'https://heycar.com/': None, 'https://www.motors.co.uk/': None, 'https://www.gumtree.com/': None, 'https://www.autotrader.co.uk/': None, 'https://aicarz.com/viewcar/': [], 'All platforms': ['FORD Fiesta', 'VOLKSWAGEN Golf', 'FORD Focus', 'VAUXHALL Corsa', 'BMW 3 Series']}","{'avg deactive price': 14039.040461986351, 'min deactive price': 299, 'max deactive price': 999999}","{'avg active mileage': 57356.74374075311, 'min active mileage': 0, 'max active mileage': 999000}","{'avg deactive engineSize': 1.7356188239309034, 'min deactive engineSize': 0.0, 'max deactive engineSize': 6.8}","{'avg deactive year': 2015.6899341083194, 'min deactive year': 1936.0, 'max deactive year': 2024.0}","{'LAMBORGHINI': 221828.45205479453, 'ROLLS-ROYCE': 179803.91666666666, 'FERRARI': 171622.575, 'MCLAREN': 113156.29824561403, 'ASTON MARTIN': 92735.75217391305}","{'DAEWOO': 948.8333333333334, 'LONDON TAXIS INTERNATIONAL': 1003.4, 'PROTON': 1099.6666666666667, 'REPLICA': 1850.0, 'DAIHATSU': 2095.5522388059703}","{'TVR Tamora': 135000.0, 'MERCEDES-BENZ 380': 109000.0, 'MAZDA V50': 87980.0, 'SUBARU Tribeca': 64990.0, 'OTHER Ds 3': 64000.0}","{'FERRARI 348': 600.0, 'MERCEDES-BENZ I10': 600.0, 'GENESIS Gv70': 695.0, 'RENAULT Passat': 750.0, 'LEXUS Focus': 895.0}","{'Peterborough': 1550, 'Harlesden': 1461, 'Leicester': 1114, 'Bradford': 1044, 'Edinburgh': 1036}","{'Petrol': 114512, 'Diesel': 74262, 'Petrol Hybrid': 6930, 'Electric': 5920, 'Petrol Plug-In Hybrid': 3475}","{'Hatchback': 87776, 'Suv': 54593, 'Estate': 15985, 'Saloon': 14678, 'Mpv': 8754}","{'Manual': 112286, 'Automatic': 92034, 'Semi-Automatic': 2253, 'Semi-Auto': 1463, 'Semi Automatic': 703}","{'Monday': 1132073, 'Tuesday': 1565901, 'Thursday': 1512346, 'Wednesday': 1463698, 'Friday': 1437108, 'Saturday': 1183212, 'Sunday': 720351}","{'May': 3736641, 'July': 1491923, 'April': 1154359, 'June': 2270725, 'March': 247614, 'August': 17869, 'September': 95558}",1726668934
